Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr3g015420,chr3,4459937,4461069,
Medtr7g059290,chr7,21393731,21399699,PTHR31683:SF20 - PECTATE LYASE 1-RELATED (1 of 2)
Medtr3g061720,chr3,24621566,24627200,K12349 - neutral ceramidase (ASAH2)  (1 of 3)
Medtr4g116980,chr4,48447801,48452732,K17824 - DCN1-like protein 4/5 (DCUN1D4_5)  (1 of 2)
Medtr5g059410,chr5,24641837,24645325,"K00615 - transketolase (E2.2.1.1, tktA, tktB)  (1 of 3)"
Medtr0524s0030,scaffold0524,9981,11190,
Medtr6g015285,chr6,4955360,4963958,PTHR31908:SF4 - F3F19.25 PROTEIN-RELATED (1 of 5)
Medtr2g032660,chr2,12289044,12294565,PTHR12357//PTHR12357:SF22 - YTH  YT521-B HOMOLOGY  DOMAIN-CONTAINING // SUBFAMILY NOT NAMED (1 of 3)
Medtr0179s0040,scaffold0179,20328,23906,
Medtr8g470540,chr8,25703876,25704900,KOG4579 - Leucine-rich repeat (LRR) protein associated with apoptosis in muscle tissue (1 of 21)
Medtr0220s0090,scaffold0220,28003,28495,PF13041 - PPR repeat family (PPR_2)  (1 of 599)
Medtr5g026320,chr5,10820523,10822172,PTHR31642:SF24 - HXXXD-TYPE ACYL-TRANSFERASE-LIKE PROTEIN (1 of 1)
Medtr6g033800,chr6,11154991,11156808,PTHR19375:SF194 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 37C-RELATED (1 of 13)
Medtr6g065270,chr6,24151637,24152668,PTHR23024//PTHR23024:SF174 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 9)
Medtr3g118240,chr3,55351113,55354462,PTHR19965:SF33 - THO COMPLEX SUBUNIT 4D (1 of 4)
Medtr3g462730,chr3,25084781,25085408,K11254 - histone H4 (H4)  (1 of 15)
Medtr7g011850,chr7,3281753,3284321,K07735 - putative transcriptional regulator (algH)  (1 of 2)
Medtr7g451880,chr7,17695455,17697013,"PTHR23273 - REPLICATION FACTOR A 1, RFA1 (1 of 158)"
Medtr3g091540,chr3,41641175,41641572,"PTHR22773:SF86 - NAD(P)H-QUINONE OXIDOREDUCTASE SUBUNIT 2 A, CHLOROPLASTIC-RELATED (1 of 6)"
Medtr2g075540,chr2,31604357,31606018,
Medtr8g093335,chr8,38970208,38971355,PF05678 - VQ motif (VQ)  (1 of 35)
Medtr7g007420,chr7,1478287,1479232,PTHR22847:SF480 - PROTEIN TOPLESS-RELATED (1 of 4)
Medtr5g069340,chr5,29392309,29398030,PTHR23315:SF88 - ARM REPEAT PROTEIN (1 of 1)
Medtr6g045107,chr6,15997150,15997392,PTHR11566:SF45 - DYNAMIN-RELATED PROTEIN 4C-RELATED (1 of 5)
Medtr5g021300,chr5,8214719,8217905,"PTHR22773:SF92 - NAD(P)H-QUINONE OXIDOREDUCTASE CHAIN 4, CHLOROPLASTIC (1 of 40)"
Medtr2g012320,chr2,3035610,3037095,PTHR33098:SF10 - T28P6.11 PROTEIN (1 of 3)
Medtr3g452900,chr3,19436134,19438500,PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 76)
Medtr6g018490,chr6,7084584,7088542,"PTHR11614:SF86 - HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN (1 of 4)"
Medtr7g018500,chr7,6031315,6033168,PTHR31072:SF18 - TRANSCRIPTION FACTOR TCP1 (1 of 3)
Medtr0128s0010,scaffold0128,3233,4432,PF00646//PF07734 - F-box domain (F-box)  // F-box associated (FBA_1)  (1 of 115)
Medtr1g110930,chr1,50086559,50088597,PTHR31561:SF5 - 3-KETOACYL-COA SYNTHASE 5-RELATED (1 of 3)
Medtr0013s0130,scaffold0013,51486,53054,
Medtr8g007515,chr8,1593064,1595877,4.2.3.22 - Germacradienol synthase / Germacradienol/germacrene-D synthase (1 of 17)
Medtr8g027605,chr8,9909095,9914095,PTHR34962:SF1 - PROTEIN EMBRYO DEFECTIVE 1703 (1 of 1)
Medtr2g059260,chr2,24469127,24469787,PTHR34191:SF2 - STRESS-INDUCED PROTEIN KIN1-RELATED (1 of 13)
Medtr8g086430,chr8,35854823,35859144,"K15104 - solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11 (SLC25A11, OGC)  (1 of 8)"
Medtr5g092890,chr5,40558123,40558775,4.2.1.3 - Aconitate hydratase / Citrate(isocitrate) hydro-lyase (1 of 8)
Medtr6g004480,chr6,294438,300203,"PTHR31426:SF4 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MMJ24 (1 of 1)"
Medtr7g117495,chr7,48649576,48651271,KOG0149 - Predicted RNA-binding protein SEB4 (RRM superfamily) (1 of 5)
Medtr1g069020,chr1,29587810,29592632,
Medtr4g072880,chr4,27569863,27570373,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr3g065120,chr3,29372949,29373571,
Medtr8g075350,chr8,31867632,31871181,PF06911 - Senescence-associated protein (Senescence)  (1 of 6)
Medtr3g114420,chr3,53430401,53434673,PTHR10795//PTHR10795:SF328 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED (1 of 7)
Medtr6g084550,chr6,31677766,31680438,PTHR23155//PTHR23155:SF560 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 48)
Medtr1g020090,chr1,6176550,6181167,3.4.16.6 - Carboxypeptidase D / Carboxypeptidase S1 (1 of 41)
Medtr8g037760,chr8,13994531,13995121,
Medtr5g023910,chr5,9533987,9535895,
Medtr7g065900,chr7,23940342,23940582,
Medtr7g058875,chr7,21227730,21228311,
Medtr4g109730,chr4,45628234,45634507,PTHR22847:SF499 - TOPLESS-RELATED PROTEIN 4 (1 of 8)
Medtr1g095260,chr1,42849096,42849704,
Medtr8g063580,chr8,26569067,26569660,2.7.13.3 - Histidine kinase / Protein kinase (histidine) (1 of 24)
Medtr1g040310,chr1,14868892,14870403,2.4.1.272 - Soyasapogenol B glucuronide galactosyltransferase (1 of 30)
Medtr3g011630,chr3,2923472,2926629,K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4)  (1 of 57)
Medtr8g038740,chr8,14358055,14358246,
Medtr6g477950,chr6,28716058,28720043,PF02362//PF02721 - B3 DNA binding domain (B3)  // Domain of unknown function DUF223 (DUF223)  (1 of 1)
Medtr5g035310,chr5,15359797,15363912,PTHR33639:SF1 - THIOL-DISULFIDE OXIDOREDUCTASE DCC-RELATED (1 of 1)
Medtr4g071055,chr4,26762718,26763702,
Medtr7g092880,chr7,36863823,36867425,PTHR27000:SF185 - LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE PEPR1-RELATED (1 of 8)
Medtr1545s0010,scaffold1545,160,501,
Medtr3g111890,chr3,52367273,52371800,K01247 - DNA-3-methyladenine glycosylase II (alkA)  (1 of 2)
Medtr2g032130,chr2,12221311,12225625,"K17268 - coatomer protein complex, subunit epsilon (COPE)  (1 of 1)"
Medtr8g065900,chr8,27394114,27401434,"K10908 - DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6] (POLRMT, RPO41)  (1 of 2)"
Medtr2g451260,chr2,22788446,22789589,
Medtr8g032040,chr8,12015448,12025357,K00028 - malate dehydrogenase (decarboxylating) (E1.1.1.39)  (1 of 3)
Medtr1g087730,chr1,39257931,39258771,PF12023 - Domain of unknown function (DUF3511) (DUF3511)  (1 of 11)
Medtr7g090170,chr7,35395287,35395785,PTHR33021:SF8 - EARLY NODULIN-LIKE PROTEIN 1-RELATED (1 of 5)
Medtr2g037300,chr2,16200003,16200584,PTHR36788:SF1 - DEFENSIN-LIKE PROTEIN 181-RELATED (1 of 16)
Medtr3g082070,chr3,37024998,37026106,
Medtr3g058240,chr3,23035968,23037585,KOG0156 - Cytochrome P450 CYP2 subfamily (1 of 174)
Medtr2g042420,chr2,18506325,18510367,PTHR10426//PTHR10426:SF35 - STRICTOSIDINE SYNTHASE-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Medtr3g098810,chr3,45275099,45276406,
Medtr0903s0010,scaffold0903,481,1106,
Medtr6g013485,chr6,4342499,4346885,
Medtr4g029100,chr4,10032427,10032648,
Medtr1g115405,chr1,52102138,52103643,PTHR19139:SF151 - AQUAPORIN TIP1-3 (1 of 2)
Medtr6g006500,chr6,1164702,1165409,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr8g021025,chr8,7474368,7475143,PTHR34788:SF1 - F15I1.22 (1 of 1)
Medtr7g117620,chr7,48789283,48796112,PTHR24186:SF8 - ANKYRIN REPEATS-CONTAINING PROTEIN (1 of 1)
Medtr3g021440,chr3,6281562,6285674,2.1.1.154 - Isoliquiritigenin 2'-O-methyltransferase / CHMT (1 of 18)
Medtr5g024560,chr5,9870800,9872468,K07088 - uncharacterized protein (K07088)  (1 of 5)
Medtr5g033850,chr5,14615955,14616182,
Medtr6g079360,chr6,29920711,29921814,
Medtr7g114400,chr7,47227060,47228643,
Medtr5g058060,chr5,23974714,23975589,
Medtr8g105060,chr8,44306573,44307976,"K02355 - elongation factor G (fusA, GFM, EFG)  (1 of 22)"
Medtr3g046580,chr3,15406938,15410926,PTHR33076:SF6 - NON-SPECIFIC LIPID-TRANSFER PROTEIN 15 (1 of 9)
Medtr2g104310,chr2,44927400,44928763,
Medtr8g085290,chr8,35324242,35327869,"K05755 - actin related protein 2/3 complex, subunit 4 (ARPC4)  (1 of 1)"
Medtr2g018650,chr2,5885721,5886474,PTHR11802:SF29 - SERINE CARBOXYPEPTIDASE-LIKE 1-RELATED (1 of 13)
Medtr6g004760,chr6,409729,410091,
Medtr7g115680,chr7,47824277,47824477,
Medtr5g073240,chr5,31185321,31186815,1.14.13.120 - Costunolide synthase (1 of 13)
Medtr5g034180,chr5,14782542,14788667,
Medtr1g070480,chr1,31282735,31283563,PTHR19317//PTHR19317:SF13 - PRENYLATED RAB ACCEPTOR 1-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Medtr8g041420,chr8,15590978,15595067,PTHR10252//PTHR10252:SF40 - HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Medtr5g041755,chr5,18331686,18333240,
Medtr1033s0010,scaffold1033,1292,1441,PTHR10209:SF226 - 2-OXOGLUTARATE (2OG) AND FE(II)-DEPENDENT OXYGENASE SUPERFAMILY PROTEIN (1 of 3)
Medtr5g029635,chr5,12446689,12447541,
Medtr7g091390,chr7,36109176,36113347,
Medtr7g103230,chr7,41735375,41738881,PF01535//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 67)
Medtr1g036800,chr1,13534822,13546893,PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 89)
Medtr1g028210,chr1,9462852,9464704,3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase (1 of 116)
Medtr8g022430,chr8,7949966,7950737,PF08027//PF16720 - Albumin I chain b (Albumin_I)  // Albumin I chain a (Albumin_I_a)  (1 of 6)
Medtr1g067320,chr1,29006937,29010395,
Medtr4g415290,chr4,4469708,4474758,PTHR15486:SF20 - GLYCEROL-3-PHOSPHATE 2-O-ACYLTRANSFERASE 6 (1 of 2)
Medtr7g013150,chr7,3744455,3745651,PTHR31867:SF33 - EXPANSIN-A21-RELATED (1 of 4)
Medtr5g040960,chr5,18005673,18007398,PTHR11240:SF19 - F7A19.32 PROTEIN-RELATED (1 of 6)
Medtr1g044700,chr1,16881907,16883995,PTHR23354//PTHR23354:SF74 - NUCLEOLAR PROTEIN 7/ESTROGEN RECEPTOR COACTIVATOR-RELATED // SUBFAMILY NOT NAMED (1 of 3)
Medtr5g065030,chr5,27334549,27335102,
Medtr3g463070,chr3,25247587,25247995,PF02721 - Domain of unknown function DUF223 (DUF223)  (1 of 139)
Medtr2g435490,chr2,13713148,13713958,K13449 - pathogenesis-related protein 1 (PR1)  (1 of 8)
Medtr8g037820,chr8,14022998,14024449,
Medtr4g121010,chr4,50099493,50099907,
Medtr3g452430,chr3,19168212,19168813,
Medtr4g081170,chr4,31425435,31428399,PTHR13048 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 3 (1 of 3)
Medtr3g065110,chr3,29362012,29371031,
Medtr4g053550,chr4,19334869,19336480,
Medtr4g046743,chr4,16562399,16563445,PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 65)
Medtr8g102460,chr8,43122066,43126983,
Medtr1g072795,chr1,32314955,32315479,
Medtr6g004360,chr6,251033,251452,"PTHR31232:SF5 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE:K14A17-RELATED (1 of 52)"
Medtr7g009450,chr7,2064395,2067115,PF00560//PF08263//PF13855 - Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 106)
Medtr6g021640,chr6,7430296,7431480,
Medtr7g114020,chr7,47026918,47029678,K14490 - histidine-containing phosphotransfer peotein (AHP)  (1 of 10)
Medtr1g054365,chr1,23436987,23440414,
Medtr2g027360,chr2,9993635,10000488,PTHR10774//PTHR10774:SF90 - EXTENDED SYNAPTOTAGMIN-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Medtr1g110140,chr1,49682594,49683670,PTHR27009:SF21 - PR5-LIKE RECEPTOR KINASE-RELATED (1 of 41)
Medtr2g006380,chr2,560544,563763,PTHR31384:SF19 - AUXIN RESPONSE FACTOR 17 (1 of 19)
Medtr0666s0020,scaffold0666,1134,7455,PF03743 - Bacterial conjugation TrbI-like protein (TrbI)  (1 of 1)
Medtr6g064980,chr6,24069785,24072032,4.2.3.25 - S-linalool synthase / LIS (1 of 8)
Medtr5g092520,chr5,40407687,40409673,PTHR11017//PTHR11017:SF155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 70)
Medtr0002s0120,scaffold0002,151806,155053,PTHR23155//PTHR23155:SF563 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 77)
Medtr2g079440,chr2,33435244,33435770,PF00304 - Gamma-thionin family (Gamma-thionin)  (1 of 44)
Medtr3g093650,chr3,42796096,42796461,
Medtr8g086030,chr8,35702246,35705319,1.6.99.5 - Transferred entry: 1.6.5.11 (1 of 14)
Medtr4g079360,chr4,30656018,30669016,PTHR23115:SF14 - ELONGATION FACTOR FAMILY PROTEIN (1 of 1)
Medtr3g106485,chr3,49211203,49214609,K07192 - flotillin (FLOT)  (1 of 8)
Medtr1g095820,chr1,43128777,43130281,
Medtr2g080990,chr2,33928143,33932249,
Medtr7g095340,chr7,38165762,38167151,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr8g077730,chr8,33081422,33081690,
Medtr1g012190,chr1,2379844,2380277,
Medtr8g073750,chr8,31166452,31168911,"PTHR20863:SF29 - ACYL CARRIER PROTEIN 1, CHLOROPLASTIC-RELATED (1 of 4)"
Medtr6g071465,chr6,26484510,26489227,
Medtr1g040915,chr1,15191597,15193203,PTHR22849//PTHR22849:SF25 - WDSAM1 PROTEIN // SUBFAMILY NOT NAMED (1 of 4)
Medtr4g082315,chr4,32041080,32044628,PTHR22811:SF47 - EMP24/GP25L/P24 FAMILY/GOLD DOMAIN-CONTAINING PROTEIN-RELATED (1 of 5)
Medtr8g093080,chr8,38902661,38903936,PF00249 - Myb-like DNA-binding domain (Myb_DNA-binding)  (1 of 306)
Medtr1g039410,chr1,14571756,14578048,
Medtr1g115345,chr1,52052229,52053348,PF13912 - C2H2-type zinc finger (zf-C2H2_6)  (1 of 48)
Medtr8g068540,chr8,28603243,28606770,PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase)  // Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 58)
Medtr4g112350,chr4,46099946,46103563,K10401 - kinesin family member 18/19 (KIF18_19)  (1 of 3)
Medtr5g034955,chr5,15196919,15197317,
Medtr8g019400,chr8,6814342,6815632,
Medtr5g016010,chr5,5652040,5654728,PTHR31517:SF3 - PEROXIDASE 35-RELATED (1 of 2)
Medtr7g098170,chr7,39230788,39237133,K10683 - BRCA1-associated RING domain protein 1 [EC:6.3.2.19] (BARD1)  (1 of 2)
Medtr5g085540,chr5,36965342,36965767,
Medtr7g104100,chr7,42130713,42138118,PTHR19241//PTHR19241:SF261 - ATP-BINDING CASSETTE TRANSPORTER // SUBFAMILY NOT NAMED (1 of 4)
Medtr1g110740,chr1,49976350,49978980,
Medtr3g088650,chr3,40382946,40391125,2.7.7.10 - UTP--hexose-1-phosphate uridylyltransferase / Galactose-1-phosphate uridylyltransferase (1 of 1)
Medtr0159s0060,scaffold0159,19822,20523,
Medtr5g044990,chr5,19727991,19732028,PTHR10584:SF155 - FRUCTOKINASE-LIKE 2 (1 of 1)
Medtr2g094040,chr2,40070207,40071375,K15707 - RING finger protein 170 (RNF170)  (1 of 3)
Medtr2g024300,chr2,8743788,8745478,PTHR33791:SF1 - CHAPERONIN-LIKE RBCX PROTEIN (1 of 1)
Medtr0039s0040,scaffold0039,6064,6531,
Medtr8g085380,chr8,35373732,35380465,PTHR13020 - UBIQUITIN-ASSOCIATED UBA/UBX DOMAIN-CONTAINING (1 of 2)
Medtr7g024830,chr7,8194088,8194303,
Medtr5g015490,chr5,5364696,5366627,PTHR31636:SF9 - PROTEIN SHORT-ROOT (1 of 2)
Medtr8g022650,chr8,8026790,8030089,
Medtr5g020370,chr5,7779891,7782266,KOG0987 - DNA helicase PIF1/RRM3 (1 of 37)
Medtr3g025425,chr3,7771862,7772279,
Medtr7g039490,chr7,14680710,14681840,
Medtr5g093220,chr5,40691894,40692405,
Medtr1g095110,chr1,42811469,42812783,PTHR11614:SF101 - ESTERASE/LIPASE/THIOESTERASE FAMILY PROTEIN (1 of 1)
Medtr8g102110,chr8,42931577,42932335,"K02886 - large subunit ribosomal protein L2 (RP-L2, MRPL2, rplB)  (1 of 7)"
Medtr7g089310,chr7,34935519,34936612,
Medtr2g069330,chr2,28801008,28805200,2.4.1.142 - Chitobiosyldiphosphodolichol beta-mannosyltransferase / mannosyltransferase (1 of 1)
Medtr2g095850,chr2,40890950,40892691,
Medtr3g085150,chr3,38469109,38469531,
Medtr4g057020,chr4,20825980,20827215,
Medtr4g094630,chr4,38411238,38413202,
Medtr8g098575,chr8,41132911,41137280,
Medtr8g031360,chr8,11745382,11748030,PTHR10641//PTHR10641:SF622 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 3)
Medtr4g051210,chr4,18178604,18179657,PTHR26312:SF81 - PHOTOSYSTEM I ASSEMBLY PROTEIN YCF3 (1 of 7)
Medtr4g106950,chr4,43953994,43956728,
Medtr3g086460,chr3,39172928,39179553,K18723 - nucleoporin GLE1 (GLE1)  (1 of 1)
Medtr6g018660,chr6,7173378,7175602,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr4g084280,chr4,32872894,32874194,PTHR23180:SF268 - CALCIUM-DEPENDENT LIPID-BINDING DOMAIN-CONTAINING PROTEIN (1 of 3)
Medtr3g451710,chr3,18753033,18753667,
Medtr2g034990,chr2,13439861,13441377,PTHR11926:SF152 - UDP-GLUCOSYL TRANSFERASE 73B2-RELATED (1 of 20)
Medtr3g106860,chr3,49388168,49388419,
Medtr8g023060,chr8,8229295,8230795,PTHR31087:SF25 - PROTEIN LURP-ONE-RELATED 4 (1 of 1)
Medtr1g088995,chr1,39978577,39982055,
Medtr3g087110,chr3,39501265,39501660,
Medtr6g037170,chr6,13064530,13065331,
Medtr2g437620,chr2,14804454,14805154,
Medtr3g111990,chr3,52406939,52408466,PTHR10366//PTHR10366:SF375 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 8)
Medtr1g011680,chr1,2177904,2178440,PTHR23070:SF5 - AAA-TYPE ATPASE FAMILY PROTEIN-RELATED (1 of 7)
Medtr8g464830,chr8,22979602,22979889,
Medtr1g087230,chr1,39083489,39084567,PTHR33052:SF19 - AGAA.5 (1 of 2)
Medtr5g045530,chr5,19977567,19985083,PF07168 - Ureide permease (Ureide_permease)  (1 of 3)
Medtr4g005500,chr4,297758,298731,
Medtr8g068600,chr8,28642065,28644918,2.1.1.68 - Caffeate O-methyltransferase (1 of 13)
Medtr7g085600,chr7,33181901,33186268,PTHR24078//PTHR24078:SF190 - DNAJ HOMOLOG SUBFAMILY C MEMBER // SUBFAMILY NOT NAMED (1 of 1)
Medtr1g062770,chr1,27499084,27502029,PTHR24136:SF15 - PROTEIN SWAH-1 (1 of 1)
Medtr1g012740,chr1,2621388,2624168,PTHR31096:SF21 - ACT DOMAIN-CONTAINING PROTEIN (1 of 1)
Medtr5g015070,chr5,5176273,5179958,"K09285 - AP2-like factor, ANT lineage (OVM, ANT)  (1 of 16)"
Medtr4g056100,chr4,20487612,20490832,
Medtr8g086630,chr8,35955300,35960157,"PF02620 - Uncharacterized ACR, COG1399 (DUF177)  (1 of 3)"
Medtr1g029100,chr1,9930477,9930749,PTHR11064//PTHR11064:SF37 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Medtr8g072800,chr8,30783359,30783915,PF10366 - Vacuolar sorting protein 39 domain 1 (Vps39_1)  (1 of 4)
Medtr2g009980,chr2,2169923,2176627,
Medtr5g077490,chr5,33074217,33074829,
Medtr7g097110,chr7,39041679,39043594,
Medtr2g023600,chr2,8344411,8344971,
Medtr3g012420,chr3,3427419,3435308,PF00892 - EamA-like transporter family (EamA)  (1 of 88)
Medtr4g005740,chr4,340095,343080,PTHR11122//PTHR11122:SF22 - APOSPORY-ASSOCIATED PROTEIN C-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Medtr2g040040,chr2,17564036,17564266,
Medtr7g029010,chr7,10071773,10072267,
Medtr8g044220,chr8,16949084,16952235,PTHR31089:SF4 - CYCLIC DOF FACTOR 2-RELATED (1 of 12)
Medtr7g445600,chr7,15448550,15450069,PF00856//PF02182 - SET domain (SET)  // SAD/SRA domain (SAD_SRA)  (1 of 2)
Medtr5g055260,chr5,22765345,22766684,PTHR26402//PTHR26402:SF593 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // SUBFAMILY NOT NAMED (1 of 10)
Medtr1g057560,chr1,25284171,25290992,PTHR12542:SF41 - EXOCYST SUBUNIT EXO70 FAMILY PROTEIN A3-RELATED (1 of 2)
Medtr2g021430,chr2,7298134,7298646,
Medtr3g073700,chr3,33247527,33249488,
Medtr3g111660,chr3,52208196,52211240,2.5.1.39 - 4-hydroxybenzoate polyprenyltransferase / 4-hydroxybenzoate nonaprenyltransferase (1 of 2)
Medtr1g069910,chr1,30581189,30595745,K06636 - structural maintenance of chromosome 1 (SMC1)  (1 of 1)
Medtr2g007930,chr2,1200463,1204309,PTHR16517//PTHR16517:SF45 - TUBBY-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Medtr8g446720,chr8,18299661,18299831,
Medtr6g086885,chr6,32800447,32802640,
Medtr3g116990,chr3,54712567,54713097,
Medtr8g096290,chr8,40339224,40339717,
Medtr5g055460,chr5,22830792,22834112,PF14500 - Dos2-interacting transcription regulator of RNA-Pol-II (MMS19_N)  (1 of 3)
Medtr8g074590,chr8,31538476,31544668,PTHR21311 - CONSERVED OLIGOMERIC GOLGI COMPLEX COMPONENT 8 (1 of 1)
Medtr1g078330,chr1,35079207,35080838,PTHR12984:SF3 - N-TERMINAL KINASE-LIKE PROTEIN (1 of 2)
Medtr2g084520,chr2,35680360,35682006,
Medtr4g061230,chr4,22625095,22625982,
Medtr7g057470,chr7,20694059,20696367,PF03372 - Endonuclease/Exonuclease/phosphatase family (Exo_endo_phos)  (1 of 77)
Medtr6g038310,chr6,13731289,13731669,PTHR22604:SF132 - NAD(P)-BINDING ROSSMANN-FOLD SUPERFAMILY PROTEIN (1 of 9)
Medtr0374s0010,scaffold0374,2623,3110,2.7.4.8 - Guanylate kinase / Guanosine monophosphate kinase (1 of 3)
Medtr8g479440,chr8,33879676,33880932,
Medtr7g405800,chr7,273606,275361,PTHR12482:SF17 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN (1 of 3)
Medtr5g074400,chr5,31613388,31617311,K13424 - WRKY transcription factor 33 (WRKY33)  (1 of 4)
Medtr1g014380,chr1,2926021,2926654,
Medtr5g064980,chr5,27311617,27313312,K10664 - E3 ubiquitin-protein ligase ATL6/9/15/31/42/55 [EC:6.3.2.19] (ATL6S)  (1 of 10)
Medtr3g109190,chr3,50484930,50485832,PTHR33203:SF3 - OLEOSIN (1 of 1)
Medtr7g405910,chr7,302282,303434,
Medtr3g053520,chr3,21269094,21271713,"K12160 - small ubiquitin-related modifier (SUMO, SMT3)  (1 of 5)"
Medtr3g110205,chr3,51237707,51238569,PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 3)
Medtr6g021680,chr6,7454357,7455793,PTHR24177:SF42 - ANKYRIN REPEAT FAMILY PROTEIN (1 of 13)
Medtr3g061130,chr3,24271101,24273026,"K11884 - RNA-binding protein PNO1 (PNO1, DIM2)  (1 of 2)"
Medtr5g007770,chr5,1509044,1509941,"PF00195//PF02797 - Chalcone and stilbene synthases, N-terminal domain (Chal_sti_synt_N)  // Chalcone and stilbene synthases, C-terminal domain (Chal_sti_synt_C)  (1 of 1)"
Medtr2g014317,chr2,4048170,4048793,
Medtr1g068820,chr1,29392134,29392927,
Medtr1g075850,chr1,33612872,33615520,"K07466 - replication factor A1 (RFA1, RPA1, rpa)  (1 of 31)"
Medtr2g089450,chr2,37807548,37809745,PTHR10641//PTHR10641:SF541 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED (1 of 2)
Medtr4g085070,chr4,33250524,33251669,PTHR24078:SF193 - DNAJ HOMOLOG SUBFAMILY C MEMBER 2 (1 of 5)
Medtr8g071820,chr8,30296760,30301113,PTHR30222 - SPERMIDINE/PUTRESCINE-BINDING PERIPLASMIC PROTEIN (1 of 1)
Medtr4g119650,chr4,49589546,49589773,
Medtr4g014550,chr4,4116395,4117681,
Medtr0002s0440,scaffold0002,211848,212060,
Medtr5g095680,chr5,41823210,41823752,PF04043 - Plant invertase/pectin methylesterase inhibitor (PMEI)  (1 of 133)
Medtr7g056020,chr7,19367647,19371398,PF00646//PF07723//PF08387 - F-box domain (F-box)  // Leucine Rich Repeat (LRR_2)  // FBD (FBD)  (1 of 31)
Medtr5g037795,chr5,16520047,16520423,
Medtr2g077490,chr2,32255045,32255705,
Medtr6g092533,chr6,34840593,34841780,2.5.1.18 - Glutathione transferase / S-(hydroxyalkyl)glutathione lyase (1 of 128)
Medtr6g065680,chr6,24349028,24350067,
Medtr2g037860,chr2,16402391,16412038,
Medtr4g117310,chr4,48617221,48628198,KOG4840 - Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) (1 of 1)
Medtr2g025170,chr2,8954695,8955548,K13456 - RPM1-interacting protein 4 (RIN4)  (1 of 3)
Medtr0210s0040,scaffold0210,15246,16026,
Medtr7g016535,chr7,5204878,5205663,
Medtr5g011400,chr5,3262517,3265496,K14270 - aminotransferase (ACS10_12)  (1 of 2)
