Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Seita.2G035500,scaffold_2,2886877,2887119,
Seita.1G086000,scaffold_1,7626135,7630259,
Seita.3G391700,scaffold_3,49301190,49304678,PTHR32468:SF20 - CATION/H(+) ANTIPORTER 19 (1 of 3)
Seita.4G078200,scaffold_4,6126547,6128225,1.3.1.42 - 12-oxophytodienoate reductase (1 of 16)
Seita.3G160600,scaffold_3,11664271,11668214,"K06875 - programmed cell death protein 5 (PDCD5, TFAR19)  (1 of 1)"
Seita.2G183100,scaffold_2,27824471,27835651,2.7.10.1//2.7.11.1 - Receptor protein-tyrosine kinase / Receptor protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 48)
Seita.8G009200,scaffold_8,565461,569242,PTHR22761:SF8 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 32 HOMOLOG 1-RELATED (1 of 2)
Seita.5G058900,scaffold_5,5244047,5244858,
Seita.3G075800,scaffold_3,4830133,4830648,
Seita.5G218200,scaffold_5,27787517,27791432,"K13960 - ubiquitin-conjugating enzyme E2 T (UBE2T, HSPC150)  (1 of 1)"
Seita.3G048500,scaffold_3,3010313,3016030,
Seita.2G399200,scaffold_2,46258832,46263860,
Seita.8G056900,scaffold_8,5083131,5086112,"PTHR18063:SF6 - PROTEIN Y55F3AM.9, ISOFORM A (1 of 5)"
Seita.4G001400,scaffold_4,142818,148057,
Seita.7G097100,scaffold_7,19994321,19995123,PF02496 - ABA/WDS induced protein (ABA_WDS)  (1 of 8)
Seita.2G190400,scaffold_2,28636986,28638991,PF00646//PF08268 - F-box domain (F-box)  // F-box associated domain (FBA_3)  (1 of 19)
Seita.3G221000,scaffold_3,17934153,17937025,PTHR33738:SF1 - EMB (1 of 1)
Seita.6G059600,scaffold_6,4849951,4851783,PF01535//PF12854//PF13041//PF14432 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 8)
Seita.9G130700,scaffold_9,8227942,8230600,"PTHR12899//PTHR12899:SF10 - 39S RIBOSOMAL PROTEIN L18, MITOCHONDRIAL // SUBFAMILY NOT NAMED (1 of 2)"
Seita.7G210100,scaffold_7,28076735,28080329,PTHR33512:SF2 - F16P17.15 (1 of 1)
Seita.9G458700,scaffold_9,50485615,50486085,PTHR11527//PTHR11527:SF152 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED (1 of 7)
Seita.5G346600,scaffold_5,39057973,39060395,PTHR10388//PTHR10388:SF19 - EUKARYOTIC TRANSLATION INITIATION FACTOR SUI1 // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G337600,scaffold_2,42166144,42167057,PF07893 - Protein of unknown function (DUF1668) (DUF1668)  (1 of 90)
Seita.6G196800,scaffold_6,31835472,31836894,
Seita.4G162100,scaffold_4,24673117,24677500,
Seita.3G321000,scaffold_3,39956481,39959678,PTHR12606:SF14 - CYSTEINE-TYPE PEPTIDASE (1 of 43)
Seita.7G190000,scaffold_7,26579432,26581824,PTHR31251:SF15 - SQUAMOSA PROMOTER-BINDING-LIKE PROTEIN 3 (1 of 1)
Seita.4G221000,scaffold_4,34074568,34084529,PTHR23324//PTHR23324:SF79 - SEC14 RELATED PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.9G540800,scaffold_9,56223938,56231476,
Seita.2G381900,scaffold_2,45178070,45182712,"PTHR10992:SF872 - METHYLESTERASE 13, CHLOROPLASTIC-RELATED (1 of 1)"
Seita.9G184100,scaffold_9,12782702,12788134,K01904 - 4-coumarate--CoA ligase (4CL)  (1 of 11)
Seita.3G248900,scaffold_3,21344768,21347980,KOG0224 - Aquaporin (major intrinsic protein family) (1 of 1)
Seita.6G153200,scaffold_6,27298870,27311420,"K11877 - proteasome assembly chaperone 3 (PSMG3, PAC3)  (1 of 3)"
Seita.5G042900,scaffold_5,3842237,3846915,1.1.1.41 - Isocitrate dehydrogenase (NAD(+)) / Nicotinamide adenine dinucleotide isocitrate dehydrogenase (1 of 3)
Seita.2G323600,scaffold_2,41161715,41166346,
Seita.6G134600,scaffold_6,24074719,24076785,
Seita.9G433700,scaffold_9,48717141,48719391,"PTHR13058:SF19 - PROTEIN W02F12.4, ISOFORM D (1 of 1)"
Seita.3G114300,scaffold_3,7702275,7711212,PTHR11909:SF73 - PROTEIN KINASE FAMILY PROTEIN (1 of 2)
Seita.7G237700,scaffold_7,29998187,30002608,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1406)
Seita.3G387500,scaffold_3,48869347,48874523,PTHR11785//PTHR11785:SF401 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G264000,scaffold_4,38217919,38218155,PF00280 - Potato inhibitor I family (potato_inhibit)  (1 of 26)
Seita.2G103700,scaffold_2,9848725,9853446,PTHR10257//PTHR10257:SF18 - SERINE/THREONINE PROTEIN PHOSPHATASE 2A  PP2A  REGULATORY SUBUNIT B // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G317900,scaffold_2,40739121,40741213,PTHR11926//PTHR11926:SF377 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 1)
Seita.3G218600,scaffold_3,17698832,17702161,PTHR15486:SF25 - GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE 5-RELATED (1 of 1)
Seita.6G008000,scaffold_6,531603,533039,PF04043 - Plant invertase/pectin methylesterase inhibitor (PMEI)  (1 of 67)
Seita.5G230800,scaffold_5,29177164,29182767,
Seita.8G220700,scaffold_8,37398827,37399502,
Seita.7G103900,scaffold_7,20584680,20585131,
Seita.5G106600,scaffold_5,9032896,9035886,
Seita.2G164400,scaffold_2,24202923,24209860,"KOG4675 - Uncharacterized conserved protein, contains ENT domain (1 of 4)"
Seita.3G375300,scaffold_3,47813927,47818139,
Seita.7G223300,scaffold_7,28937479,28940330,"KOG0305 - Anaphase promoting complex, Cdc20, Cdh1, and Ama1 subunits (1 of 1)"
Seita.1G040100,scaffold_1,3906375,3907381,PF06376 - Protein of unknown function (DUF1070) (DUF1070)  (1 of 10)
Seita.3G285800,scaffold_3,26999529,27002024,PF06203 - CCT motif (CCT)  (1 of 40)
Seita.7G301700,scaffold_7,34149910,34152609,K02356 - elongation factor P (efp)  (1 of 1)
Seita.3G251100,scaffold_3,21557102,21560467,PTHR17630//PTHR17630:SF53 - DIENELACTONE HYDROLASE // SUBFAMILY NOT NAMED (1 of 4)
Seita.8G011100,scaffold_8,647882,648997,PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 67)
Seita.5G213700,scaffold_5,27266016,27267163,
Seita.6G213000,scaffold_6,33025668,33027555,
Seita.8G091000,scaffold_8,11138875,11141027,PTHR13683//PTHR13683:SF324 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED (1 of 8)
Seita.3G276300,scaffold_3,25105653,25108136,PF00024//PF00069//PF00954//PF01453 - PAN domain (PAN_1)  // Protein kinase domain (Pkinase)  // S-locus glycoprotein domain (S_locus_glycop)  // D-mannose binding lectin (B_lectin)  (1 of 3)
Seita.1G303900,scaffold_1,36853213,36856320,
Seita.5G190700,scaffold_5,24432206,24437641,K16284 - E3 ubiquitin-protein ligase SIS3 [EC:6.3.2.19] (SIS3)  (1 of 1)
Seita.1G371900,scaffold_1,41691460,41693128,PF00501 - AMP-binding enzyme (AMP-binding)  (1 of 53)
Seita.2G140700,scaffold_2,16402320,16405407,
Seita.1G184500,scaffold_1,26536073,26537187,PF03168 - Late embryogenesis abundant protein (LEA_2)  (1 of 67)
Seita.2G279200,scaffold_2,37684213,37685954,2.3.1.199 - Very-long-chain 3-oxoacyl-CoA synthase / Very-long-chain beta-ketoacyl-CoA synthase (1 of 30)
Seita.7G187100,scaffold_7,26389779,26390423,
Seita.7G315000,scaffold_7,34898862,34900191,3.1.3.3 - Phosphoserine phosphatase (1 of 18)
Seita.1G379500,scaffold_1,42034220,42036031,
Seita.1G283800,scaffold_1,35408321,35410831,2.7.1.19 - Phosphoribulokinase / Phosphopentokinase (1 of 2)
Seita.5G425700,scaffold_5,44579545,44581668,PTHR37239:SF1 - EPIDERMAL PATTERNING FACTOR-LIKE PROTEIN 9 (1 of 2)
Seita.3G020800,scaffold_3,1220780,1223322,PF13837 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_4)  (1 of 36)
Seita.6G102500,scaffold_6,12742838,12743467,
Seita.4G015400,scaffold_4,1012435,1019345,"PTHR10378:SF9 - CHIP, ISOFORM B (1 of 4)"
Seita.7G038000,scaffold_7,11961192,11963062,PTHR11926//PTHR11926:SF395 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED (1 of 3)
Seita.2G325100,scaffold_2,41286963,41292158,PTHR23423//PTHR23423:SF15 - ORGANIC SOLUTE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G221300,scaffold_9,16437521,16441089,3.4.19.12 - Ubiquitinyl hydrolase 1 / Ubiquitin thiolesterase (1 of 77)
Seita.7G030100,scaffold_7,8589052,8589537,PF06839 - GRF zinc finger (zf-GRF)  (1 of 81)
Seita.9G532900,scaffold_9,55739460,55745716,K18422 - helicase MOV-10 [EC:3.6.4.13] (MOV10)  (1 of 1)
Seita.1G138000,scaffold_1,14091578,14092727,PTHR23257//PTHR23257:SF81 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 2)
Seita.2G430200,scaffold_2,48123120,48124241,
Seita.3G079000,scaffold_3,5025410,5026151,PF01439 - Metallothionein (Metallothio_2)  (1 of 7)
Seita.2G232500,scaffold_2,33510201,33512445,PTHR23024//PTHR23024:SF151 - MEMBER OF 'GDXG' FAMILY OF LIPOLYTIC ENZYMES // SUBFAMILY NOT NAMED (1 of 6)
Seita.7G292200,scaffold_7,33537883,33538553,
Seita.2G444600,scaffold_2,49142279,49146489,PF07765 - KIP1-like protein (KIP1)  (1 of 15)
Seita.6G132700,scaffold_6,23650050,23654685,
Seita.7G035200,scaffold_7,11204847,11205661,
Seita.5G347500,scaffold_5,39109038,39110884,1.1.1.157 - 3-hydroxybutyryl-CoA dehydrogenase / BHBD (1 of 1)
Seita.9G393600,scaffold_9,45611296,45619920,PTHR13989 - REPLICATION PROTEIN A-RELATED (1 of 5)
Seita.9G161900,scaffold_9,10812524,10815450,PF13178 - Protein of unknown function (DUF4005) (DUF4005)  (1 of 14)
Seita.7G085800,scaffold_7,19087333,19090167,"K15360 - centromere protein X (STRA13, CENPX, MHF2)  (1 of 2)"
Seita.6G020100,scaffold_6,1461962,1465157,
Seita.1G058800,scaffold_1,5574065,5576344,PF00646//PF08387 - F-box domain (F-box)  // FBD (FBD)  (1 of 32)
Seita.1G291500,scaffold_1,36020866,36033503,PTHR22884:SF299 - HISTONE-LYSINE N-METHYLTRANSFERASE SUVR5 (1 of 1)
Seita.8G221000,scaffold_8,37435408,37440279,PTHR23155//PTHR23155:SF601 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 7)
Seita.3G060200,scaffold_3,3834773,3835107,
Seita.4G120000,scaffold_4,12198849,12203185,3.4.22.68 - Ulp1 peptidase / Ulp1 protease (1 of 52)
Seita.9G049400,scaffold_9,2839878,2840204,
Seita.3G137300,scaffold_3,9536614,9542212,
Seita.1G172600,scaffold_1,24783864,24785054,
Seita.7G149400,scaffold_7,23689439,23693491,PTHR10071:SF159 - GATA TRANSCRIPTION FACTOR 26-RELATED (1 of 3)
Seita.4G212300,scaffold_4,32944204,32949763,PTHR10366//PTHR10366:SF354 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 4)
Seita.1G054000,scaffold_1,5186284,5192966,K13680 - beta-mannan synthase [EC:2.4.1.32] Man b1-4 Man (CSLA)  (1 of 8)
Seita.5G333200,scaffold_5,38009063,38009579,PTHR12483:SF24 - COPPER TRANSPORTER 1-RELATED (1 of 2)
Seita.5G273100,scaffold_5,33446698,33453445,PTHR23074:SF19 - KATANIN P60 ATPASE-CONTAINING SUBUNIT A1 (1 of 1)
Seita.7G192500,scaffold_7,26706150,26706926,
Seita.2G434900,scaffold_2,48499896,48508290,
Seita.6G222400,scaffold_6,33662415,33664181,PTHR15663:SF4 - COMM DOMAIN-CONTAINING PROTEIN 9 (1 of 1)
Seita.6G219800,scaffold_6,33489434,33492172,K13456 - RPM1-interacting protein 4 (RIN4)  (1 of 2)
Seita.5G456500,scaffold_5,46514783,46520956,PTHR31604:SF2 - PROTEIN SHI RELATED SEQUENCE 6 (1 of 1)
Seita.2G297200,scaffold_2,39117141,39117558,
Seita.3G220400,scaffold_3,17822106,17825542,PTHR11514//PTHR11514:SF59 - MYC // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G247500,scaffold_1,32385925,32389205,PTHR11695:SF449 - ALCOHOL DEHYDROGENASE-LIKE 6 (1 of 1)
Seita.9G259600,scaffold_9,21353059,21354444,PTHR33781:SF3 - PROTEIN PHYTOCHROME KINASE SUBSTRATE 3 (1 of 1)
Seita.9G260700,scaffold_9,21489145,21490701,PF02458 - Transferase family (Transferase)  (1 of 130)
Seita.9G079900,scaffold_9,4725760,4726680,
Seita.4G149200,scaffold_4,19118386,19120208,PTHR24282//PTHR24282:SF44 - CYTOCHROME P450 FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 4)
Seita.9G126500,scaffold_9,7903339,7906448,
Seita.1G073600,scaffold_1,6708983,6713575,
Seita.7G024400,scaffold_7,5268599,5279472,PTHR11679:SF1 - VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 33B (1 of 2)
Seita.3G226900,scaffold_3,18756367,18757179,
Seita.9G182600,scaffold_9,12646706,12651914,
Seita.8G005800,scaffold_8,343594,347085,
Seita.2G007000,scaffold_2,399856,401367,PTHR23155//PTHR23155:SF632 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 7)
Seita.8G063200,scaffold_8,6055493,6057648,PF00069//PF07645 - Protein kinase domain (Pkinase)  // Calcium-binding EGF domain (EGF_CA)  (1 of 2)
Seita.8G250100,scaffold_8,40396019,40401841,
Seita.8G186900,scaffold_8,33300006,33305379,1.18.1.6 - Adrenodoxin-NADP(+) reductase / Nicotinamide adenine dinucleotide phosphate-adrenodoxin reductase (1 of 2)
Seita.3G142900,scaffold_3,10047580,10052416,"K08145 - MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 8 (SLC2A8, GLUT8)  (1 of 4)"
Seita.2G172700,scaffold_2,25942120,25946390,
Seita.J021700,scaffold_14,146824,147138,K02640 - cytochrome b6-f complex subunit 5 (petG)  (1 of 2)
Seita.1G252600,scaffold_1,32781843,32784113,PTHR14155:SF74 - RING-H2 FINGER PROTEIN ATL45-RELATED (1 of 6)
Seita.4G176000,scaffold_4,28279607,28280144,
Seita.3G100500,scaffold_3,6572368,6574964,2.6.1.27 - Tryptophan transaminase / Tryptophan aminotransferase (1 of 4)
Seita.9G220200,scaffold_9,16356632,16361559,PTHR31223:SF17 - CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOG3-RELATED (1 of 4)
Seita.1G254000,scaffold_1,32938644,32940592,PTHR19359//PTHR19359:SF30 - CYTOCHROME B5 // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G209500,scaffold_4,32693494,32695291,
Seita.9G000400,scaffold_9,59605,65977,PTHR13233:SF0 - MICROSPHERULE PROTEIN 1 (1 of 2)
Seita.3G089400,scaffold_3,5776659,5777741,1.6.5.4 - Monodehydroascorbate reductase (NADH) (1 of 26)
Seita.5G151500,scaffold_5,13518766,13521437,K14004 - protein transport protein SEC13 (SEC13)  (1 of 3)
Seita.9G467900,scaffold_9,51122447,51125752,PTHR10774//PTHR10774:SF83 - EXTENDED SYNAPTOTAGMIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G159400,scaffold_4,23922383,23922784,PF14368 - Probable lipid transfer (LTP_2)  (1 of 110)
Seita.3G393600,scaffold_3,49486303,49487643,
Seita.5G115600,scaffold_5,9626647,9631125,PTHR13718 - RIBOSOMAL S SUBUNIT (1 of 5)
Seita.5G096600,scaffold_5,8177143,8177994,"K02898 - large subunit ribosomal protein L26e (RP-L26e, RPL26)  (1 of 1)"
Seita.7G203800,scaffold_7,27581629,27586151,
Seita.1G200600,scaffold_1,28047057,28047887,
Seita.7G187300,scaffold_7,26397546,26398067,PF06839 - GRF zinc finger (zf-GRF)  (1 of 81)
Seita.2G265000,scaffold_2,36609289,36610905,PF03407 - Nucleotide-diphospho-sugar transferase (Nucleotid_trans)  (1 of 28)
Seita.9G374200,scaffold_9,43429883,43431527,PTHR11746//PTHR11746:SF86 - O-METHYLTRANSFERASE // SUBFAMILY NOT NAMED (1 of 9)
Seita.8G238800,scaffold_8,39164922,39177016,
Seita.3G202200,scaffold_3,15427613,15435888,"PTHR18063:SF6 - PROTEIN Y55F3AM.9, ISOFORM A (1 of 5)"
Seita.8G128000,scaffold_8,24512011,24513680,"PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594)  // Domain of unknown function (DUF4220) (DUF4220)  (1 of 109)"
Seita.1G364600,scaffold_1,41269452,41272119,PTHR19288//PTHR19288:SF38 - 4-NITROPHENYLPHOSPHATASE-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.9G157000,scaffold_9,10334845,10336035,PTHR11695//PTHR11695:SF563 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED (1 of 5)
Seita.5G166300,scaffold_5,16490413,16491391,PF00257 - Dehydrin (Dehydrin)  (1 of 7)
Seita.3G157500,scaffold_3,11433390,11433677,PF14368 - Probable lipid transfer (LTP_2)  (1 of 110)
Seita.1G275600,scaffold_1,34830834,34835537,PTHR24349:SF83 - CALCIUM-DEPENDENT PROTEIN KINASE 6 (1 of 2)
Seita.1G338900,scaffold_1,39592667,39600327,
Seita.2G112700,scaffold_2,10995013,10997968,"K18532 - adenylate kinase (AK6, FAP7)  (1 of 2)"
Seita.3G008000,scaffold_3,425487,425755,
Seita.7G121900,scaffold_7,21781646,21784349,PTHR24322:SF320 - SHORT-CHAIN DEHYDROGENASE/REDUCTASE FAMILY PROTEIN (1 of 1)
Seita.9G542400,scaffold_9,56348631,56349800,PTHR11062:SF56 - XYLOGLUCAN GALACTOSYLTRANSFERASE KATAMARI1 (1 of 1)
Seita.7G010200,scaffold_7,1805850,1807245,PF00651//PF00917 - BTB/POZ domain (BTB)  // MATH domain (MATH)  (1 of 19)
Seita.1G238900,scaffold_1,31606796,31609730,PTHR10219//PTHR10219:SF36 - GLYCOLIPID TRANSFER PROTEIN-RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.4G289900,scaffold_4,40111674,40116216,PTHR35698:SF1 - DNA-BINDING PROTEIN RHL1 (1 of 1)
Seita.9G022600,scaffold_9,1219465,1222270,6.5.1.4 - RNA 3'-terminal-phosphate cyclase (ATP) / RNA-3'-phosphate cyclase (1 of 1)
Seita.9G090200,scaffold_9,5452072,5457265,PTHR10489 - CELL ADHESION MOLECULE (1 of 1)
Seita.5G414500,scaffold_5,43728836,43733876,PF01535//PF12854//PF13041 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 31)
Seita.5G387900,scaffold_5,41916013,41922057,PTHR22950:SF319 - GABA TRANSPORTER 1 (1 of 1)
Seita.7G322600,scaffold_7,35298567,35303499,
Seita.5G094700,scaffold_5,8010586,8011842,
Seita.7G265000,scaffold_7,31713029,31715653,
Seita.8G168900,scaffold_8,31195918,31199848,PTHR31561:SF25 - 3-KETOACYL-COA SYNTHASE 17-RELATED (1 of 1)
Seita.6G181200,scaffold_6,30572407,30581807,K00753 - glycoprotein 3-alpha-L-fucosyltransferase (E2.4.1.214)  (1 of 1)
Seita.3G104300,scaffold_3,6839229,6842882,PTHR14155:SF143 - C3H4 TYPE ZINC FINGER PROTEIN (1 of 1)
Seita.8G193300,scaffold_8,34062291,34066801,PTHR23107//PTHR23107:SF5 - SYNOVIAL SARCOMA ASSOCIATED SS18 PROTEIN // SUBFAMILY NOT NAMED (1 of 2)
Seita.7G117800,scaffold_7,21506215,21508761,PF01535//PF13812 - PPR repeat (PPR)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 20)
Seita.3G261100,scaffold_3,22748280,22749012,
Seita.J031500,scaffold_448,881,2162,PTHR11654//PTHR11654:SF129 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.5G064300,scaffold_5,5602385,5605551,3.2.2.2 - Inosine nucleosidase / Inosinase (1 of 3)
Seita.9G295300,scaffold_9,33739320,33751243,
Seita.4G019400,scaffold_4,1275210,1276893,"PTHR24296:SF4 - CYTOCHROME P450, FAMILY 704, SUBFAMILY A, POLYPEPTIDE 1 (1 of 3)"
Seita.4G194900,scaffold_4,31255465,31256381,PTHR21659//PTHR21659:SF21 - HYDROPHOBIC PROTEIN RCI2  LOW TEMPERATURE AND SALT RESPONSIVE PROTEIN LTI6 -RELATED // SUBFAMILY NOT NAMED (1 of 1)
Seita.2G096700,scaffold_2,8740196,8745689,
Seita.3G223000,scaffold_3,18185825,18187733,2.3.1.133 - Shikimate O-hydroxycinnamoyltransferase (1 of 18)
Seita.3G240300,scaffold_3,20399990,20401841,PTHR34669:SF1 - MESOPHYLL-CELL RNAI LIBRARY LINE 7-LIKE PROTEIN (1 of 1)
Seita.1G302800,scaffold_1,36767530,36768336,PTHR11064:SF20 - NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B-6-RELATED (1 of 2)
Seita.4G154800,scaffold_4,21766866,21777110,"K18416 - 3'-5' exoribonuclease 1 [EC:3.1.-.-] (THEX1, ERI1)  (1 of 1)"
Seita.1G343900,scaffold_1,39952491,39954408,
Seita.5G019600,scaffold_5,2125573,2129655,PTHR22298:SF19 - ENDOGLUCANASE 19-RELATED (1 of 1)
Seita.4G228700,scaffold_4,34975234,34975854,
Seita.9G008700,scaffold_9,460670,465408,
Seita.1G315000,scaffold_1,37592605,37596473,
Seita.5G195000,scaffold_5,25064487,25067143,PTHR11654:SF85 - PROTEIN NRT1/ PTR FAMILY 6.2 (1 of 1)
Seita.1G140700,scaffold_1,14661175,14661375,
Seita.J016300,scaffold_14,46160,47338,K05579 - NAD(P)H-quinone oxidoreductase subunit H (ndhH)  (1 of 1)
Seita.6G237900,scaffold_6,34934078,34944679,"K14777 - ATP-dependent RNA helicase DDX47/RRP3 [EC:3.6.4.13] (DDX47, RRP3)  (1 of 1)"
Seita.9G556500,scaffold_9,57269291,57272745,
Seita.3G059800,scaffold_3,3805612,3809429,"PTHR31426:SF4 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MMJ24 (1 of 1)"
Seita.9G501800,scaffold_9,53628642,53631842,
Seita.1G283500,scaffold_1,35398005,35399999,
Seita.7G173800,scaffold_7,25448106,25449200,PTHR11080:SF13 - NICOTINAMIDASE 3 (1 of 1)
Seita.2G100700,scaffold_2,9130413,9137946,PF15072 - Domain of unknown function (DUF4539) (DUF4539)  (1 of 1)
Seita.2G278800,scaffold_2,37652556,37653284,
Seita.4G128000,scaffold_4,13367555,13368952,PF13962 - Domain of unknown function (PGG)  (1 of 72)
Seita.6G210500,scaffold_6,32860117,32860821,PF00847 - AP2 domain (AP2)  (1 of 194)
Seita.7G152600,scaffold_7,23866445,23873388,
Seita.5G055600,scaffold_5,4966580,4968018,
Seita.5G192900,scaffold_5,24841260,24844630,PF02386 - Cation transport protein (TrkH)  (1 of 7)
Seita.1G173000,scaffold_1,24876178,24877008,PF06839 - GRF zinc finger (zf-GRF)  (1 of 81)
Seita.6G064900,scaffold_6,5505754,5507033,PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)  (1 of 33)
Seita.9G441300,scaffold_9,49250245,49259241,
Seita.2G405300,scaffold_2,46625856,46626865,PTHR21495:SF40 - DIRIGENT PROTEIN 12-RELATED (1 of 3)
Seita.2G078000,scaffold_2,6545709,6548389,"K00417 - ubiquinol-cytochrome c reductase subunit 7 (QCR7, UQCRB)  (1 of 3)"
Seita.5G328500,scaffold_5,37684622,37687938,KOG2861 - Uncharacterized conserved protein (1 of 2)
Seita.5G161400,scaffold_5,15415192,15422101,
Seita.6G074500,scaffold_6,6576795,6578534,PTHR24298:SF90 - CYTOCHROME P450 703A2 (1 of 1)
Seita.1G026400,scaffold_1,2357975,2358482,
Seita.9G493100,scaffold_9,53105958,53112077,PTHR14326 - TARGETING PROTEIN FOR XKLP2 (1 of 5)
Seita.2G390000,scaffold_2,45659729,45663374,
Seita.2G065900,scaffold_2,5443156,5444997,PF00646//PF08268 - F-box domain (F-box)  // F-box associated domain (FBA_3)  (1 of 19)
Seita.9G532200,scaffold_9,55673066,55677086,
Seita.1G304900,scaffold_1,36911502,36917028,KOG1601 - GATA-4/5/6 transcription factors (1 of 12)
Seita.3G352900,scaffold_3,45316757,45317551,
Seita.4G067000,scaffold_4,5116124,5119733,PTHR23155//PTHR23155:SF540 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 3)
Seita.7G221500,scaffold_7,28818039,28820334,2.7.1.19 - Phosphoribulokinase / Phosphopentokinase (1 of 2)
Seita.2G185800,scaffold_2,28151176,28156517,"PTHR22884:SF370 - HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-9 SPECIFIC SUVH5-RELATED (1 of 2)"
Seita.5G397100,scaffold_5,42563935,42571278,PTHR11654//PTHR11654:SF179 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED (1 of 2)
Seita.1G043400,scaffold_1,4288355,4291090,PF13414 - TPR repeat (TPR_11)  (1 of 81)
Seita.2G256100,scaffold_2,35846606,35849560,PTHR10366//PTHR10366:SF392 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED (1 of 6)
Seita.3G020400,scaffold_3,1196515,1200654,PTHR10742:SF228 - POLYAMINE OXIDASE 4-RELATED (1 of 1)
Seita.9G174600,scaffold_9,11999158,12001356,PF03514 - GRAS domain family (GRAS)  (1 of 57)
Seita.2G051600,scaffold_2,4132065,4134181,PF00646//PF08387 - F-box domain (F-box)  // FBD (FBD)  (1 of 32)
Seita.8G041600,scaffold_8,3078862,3090373,2.7.10.2 - Non-specific protein-tyrosine kinase / Cytoplasmic protein tyrosine kinase (1 of 52)
Seita.1G112200,scaffold_1,9835141,9837762,PTHR32285:SF23 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 12 (1 of 2)
Seita.9G399700,scaffold_9,46048398,46049201,
Seita.7G132900,scaffold_7,22528355,22531745,
Seita.2G163100,scaffold_2,24018682,24023489,PTHR31398:SF0 - MEIOTIC NUCLEAR DIVISION PROTEIN 1 HOMOLOG (1 of 1)
Seita.7G041500,scaffold_7,12703498,12704158,"PTHR10209//PTHR10209:SF163 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 8)"
Seita.9G547100,scaffold_9,56705885,56709319,PTHR13890:SF2 - MAGNESIUM TRANSPORTER MRS2-4-RELATED (1 of 2)
Seita.9G181900,scaffold_9,12525866,12526635,
Seita.3G243000,scaffold_3,20725596,20732705,PTHR10617:SF52 - OXIDOREDUCTASE/ELECTRON CARRIER-RELATED (1 of 1)
