Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Sevir.6G061900,Chr_06,5411588,5414149,"(1 of 93) PF04578//PF13968 - Protein of unknown function, DUF594 (DUF594) // Domain of unknown function (DUF4220) (DUF4220)"
Sevir.8G004176,Chr_08,346910,347406,
Sevir.1G006200,Chr_01,373030,375497,(1 of 6) PF05633 - Protein of unknown function (DUF793) (DUF793)
Sevir.1G187500,Chr_01,26345059,26349769,(1 of 1) PTHR12081//PTHR12081:SF18 - TRANSCRIPTION FACTOR E2F // TRANSCRIPTION FACTOR E2F
Sevir.1G341500,Chr_01,38850191,38851681,"(1 of 21) PF04504 - Protein of unknown function, DUF573 (DUF573)"
Sevir.3G366600,Chr_03,44558261,44561425,(1 of 1) PTHR10641//PTHR10641:SF577 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED
Sevir.7G165400,Chr_07,23287984,23294655,(1 of 1) PTHR21512:SF5 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 9
Sevir.2G207400,Chr_02,28740711,28743726,(1 of 7) 2.8.1.1 - Thiosulfate sulfurtransferase / Thiosulfate thiotransferase
Sevir.8G246828,Chr_08,38777882,38779359,(1 of 19) PTHR11999//PTHR11999:SF88 - GROUP II PYRIDOXAL-5-PHOSPHATE DECARBOXYLASE // SUBFAMILY NOT NAMED
Sevir.5G404600,Chr_05,42206162,42213675,(1 of 1) PTHR23421//PTHR23421:SF67 - BETA-GALACTOSIDASE RELATED // BETA-GALACTOSIDASE 10
Sevir.2G294800,Chr_02,36922665,36925089,(1 of 30) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase
Sevir.8G123000,Chr_08,21146037,21149368,(1 of 25) PTHR11697//PTHR11697:SF113 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED
Sevir.3G118000,Chr_03,7840945,7844293,
Sevir.2G171700,Chr_02,23853499,23858140,
Sevir.1G281300,Chr_01,34488639,34490682,(1 of 26) PTHR22844 - F-BOX AND WD40 DOMAIN PROTEIN
Sevir.7G067600,Chr_07,15512495,15512865,
Sevir.5G441800,Chr_05,44718607,44720149,
Sevir.5G281732,Chr_05,33426893,33430230,(1 of 3) PTHR11274 - RAD25/XP-B DNA REPAIR HELICASE
Sevir.6G250600,Chr_06,35612046,35615719,"(1 of 2) K00413 - ubiquinol-cytochrome c reductase cytochrome c1 subunit (CYC1, CYT1, petC)"
Sevir.6G210550,Chr_06,32623094,32624181,"(1 of 1) PTHR31407//PTHR31407:SF20 - FAMILY NOT NAMED // THYLAKOID LUMENAL 19 KDA PROTEIN, CHLOROPLASTIC"
Sevir.5G144350,Chr_05,12529416,12529686,
Sevir.2G379300,Chr_02,42988869,42994001,"(1 of 10) K15285 - solute carrier family 35, member E3 (SLC35E3)"
Sevir.1G283300,Chr_01,34606115,34606684,(1 of 53) 3.1.1.11 - Pectinesterase / Pectin methylesterase
Sevir.2G430100,Chr_02,46086653,46088874,
Sevir.2G197600,Chr_02,27453188,27453989,(1 of 2) PTHR13138//PTHR13138:SF3 - PROTEIN LIN1 // CD2 ANTIGEN CYTOPLASMIC TAIL-BINDING PROTEIN 2
Sevir.9G165300,Chr_09,11087409,11088443,"(1 of 36) PF02701 - Dof domain, zinc finger (zf-Dof)"
Sevir.4G236500,Chr_04,33847681,33848010,
Sevir.6G201500,Chr_06,31982604,31983794,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.9G508200,Chr_09,51382688,51387050,"(1 of 2) K01875 - seryl-tRNA synthetase (SARS, serS)"
Sevir.9G167500,Chr_09,11283782,11286610,"(1 of 2) PTHR11461//PTHR11461:SF171 - SERINE PROTEASE INHIBITOR, SERPIN // SERINE PROTEASE INHIBITOR (SERPIN) FAMILY PROTEIN-RELATED"
Sevir.3G015150,Chr_03,870605,871138,
Sevir.2G018300,Chr_02,1490008,1494064,
Sevir.9G575000,Chr_09,55795022,55802642,"(1 of 1) K11340 - actin-like protein 6A (ACTL6A, INO80K)"
Sevir.2G346250,Chr_02,40837407,40837928,
Sevir.3G139600,Chr_03,9348671,9353274,(1 of 7) K00026 - malate dehydrogenase (MDH2)
Sevir.4G250000,Chr_04,35433154,35440146,
Sevir.8G246872,Chr_08,39009588,39010820,(1 of 7) PTHR23155//PTHR23155:SF564 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.6G205100,Chr_06,32203991,32206661,(1 of 1) 2.1.1.104//2.1.1.175 - Caffeoyl-CoA O-methyltransferase / Trans-caffeoyl-CoA 3-O-methyltransferase // Tricin synthase
Sevir.4G071700,Chr_04,5647006,5647539,
Sevir.1G196700,Chr_01,27309466,27313408,(1 of 1) PTHR21231:SF3 - GPN-LOOP GTPASE 2
Sevir.9G309650,Chr_09,34178649,34180109,(1 of 2) PTHR22950//PTHR22950:SF320 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED
Sevir.7G111500,Chr_07,19644338,19646651,(1 of 31) PF01535//PF12854//PF13041 - PPR repeat (PPR) // PPR repeat (PPR_1) // PPR repeat family (PPR_2)
Sevir.5G044400,Chr_05,3453857,3457042,(1 of 1) PTHR16019//PTHR16019:SF8 - SYNAPSE-ASSOCIATED PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G226233,Chr_02,30891154,30891424,
Sevir.3G364900,Chr_03,44314154,44315641,(1 of 103) PF07762 - Protein of unknown function (DUF1618) (DUF1618)
Sevir.3G027600,Chr_03,1748556,1750301,(1 of 1) K00475 - naringenin 3-dioxygenase (E1.14.11.9)
Sevir.7G255300,Chr_07,29543760,29546901,(1 of 2) PTHR10969:SF43 - AUTOPHAGY-RELATED PROTEIN 8A-RELATED
Sevir.9G226900,Chr_09,17122648,17128480,"(1 of 5) K11294 - nucleolin (NCL, NSR1)"
Sevir.5G267801,Chr_05,32179591,32179791,(1 of 6) PTHR22811//PTHR22811:SF71 - TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.4G036100,Chr_04,2542720,2543926,
Sevir.2G147300,Chr_02,16023865,16025290,
Sevir.6G226900,Chr_06,33797546,33800798,(1 of 2) K13456 - RPM1-interacting protein 4 (RIN4)
Sevir.4G013200,Chr_04,917567,918120,
Sevir.5G392600,Chr_05,41343221,41345039,(1 of 2) PTHR22903 - PLEKHH PROTEIN
Sevir.4G098100,Chr_04,8476197,8477902,
Sevir.1G209300,Chr_01,28383812,28384404,
Sevir.3G240700,Chr_03,18642149,18643652,
Sevir.5G230900,Chr_05,27888849,27890073,
Sevir.9G577600,Chr_09,55981481,55983271,(1 of 25) K08235 - xyloglucan:xyloglucosyl transferase (E2.4.1.207)
Sevir.5G383000,Chr_05,40638842,40641693,(1 of 1) PTHR11709//PTHR11709:SF101 - MULTI-COPPER OXIDASE // SUBFAMILY NOT NAMED
Sevir.2G187300,Chr_02,26128217,26130348,(1 of 1) PTHR19353//PTHR19353:SF20 - FATTY ACID DESATURASE 2 // SUBFAMILY NOT NAMED
Sevir.2G165900,Chr_02,22592898,22593807,(1 of 4) 1.13.11.29 - Stizolobate synthase
Sevir.6G125200,Chr_06,19794656,19796398,(1 of 2) PTHR31388//PTHR31388:SF44 - FAMILY NOT NAMED // PEROXIDASE 40
Sevir.4G004400,Chr_04,418294,423704,
Sevir.8G188100,Chr_08,32657911,32658554,
Sevir.9G432800,Chr_09,45976009,45979355,
Sevir.7G340521,Chr_07,35305732,35309799,(1 of 2) K16546 - FGFR1 oncogene partner (FGFR10P)
Sevir.1G317700,Chr_01,36941899,36942833,
Sevir.7G308000,Chr_07,33307475,33308151,
Sevir.5G387800,Chr_05,40983327,40988078,
Sevir.2G176700,Chr_02,24691327,24693623,
Sevir.2G442833,Chr_02,46844863,46846058,
Sevir.1G366500,Chr_01,40545331,40555553,(1 of 1) 6.3.1.14 - Diphthine--ammonia ligase / Diphthamide synthetase
Sevir.2G045400,Chr_02,3724149,3727231,
Sevir.4G029200,Chr_04,2023193,2024320,(1 of 8) PF03386 - Early nodulin 93 ENOD93 protein (ENOD93)
Sevir.9G189900,Chr_09,13268689,13271850,(1 of 1) PTHR22957//PTHR22957:SF326 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED
Sevir.5G113100,Chr_05,9086009,9086380,
Sevir.5G004400,Chr_05,362400,366703,(1 of 1) PTHR31384:SF1 - AUXIN RESPONSE FACTOR 12-RELATED
Sevir.7G337633,Chr_07,35035686,35035935,
Sevir.3G185300,Chr_03,13248260,13250448,(1 of 3) PTHR24347//PTHR24347:SF168 - SERINE/THREONINE-PROTEIN KINASE // CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 12-RELATED
Sevir.7G266300,Chr_07,30150957,30155010,
Sevir.3G390100,Chr_03,47168270,47174182,(1 of 250) PF00249 - Myb-like DNA-binding domain (Myb_DNA-binding)
Sevir.3G041920,Chr_03,2589146,2589750,
Sevir.6G163900,Chr_06,28314950,28317246,
Sevir.3G377400,Chr_03,46004478,46007232,(1 of 1) PTHR12537//PTHR12537:SF75 - RNA BINDING PROTEIN PUMILIO-RELATED // SUBFAMILY NOT NAMED
Sevir.8G173100,Chr_08,30571573,30576009,(1 of 7) PTHR10795//PTHR10795:SF377 - PROPROTEIN CONVERTASE SUBTILISIN/KEXIN // SUBFAMILY NOT NAMED
Sevir.8G118050,Chr_08,19090738,19091267,
Sevir.5G477800,Chr_05,46307876,46309310,(1 of 11) 2.8.2.24 - Desulfoglucosinolate sulfotransferase
Sevir.1G377700,Chr_01,41197685,41202116,
Sevir.9G551400,Chr_09,54204101,54208617,
Sevir.9G488066,Chr_09,49964044,49964503,
Sevir.4G135800,Chr_04,25719489,25727411,(1 of 1) PTHR24031:SF265 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 25-RELATED
Sevir.3G343700,Chr_03,41995856,41997965,(1 of 5) PF01693 - Caulimovirus viroplasmin (Cauli_VI)
Sevir.1G055600,Chr_01,5218799,5222411,(1 of 2) PTHR22835//PTHR22835:SF193 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.1G043200,Chr_01,4111721,4113131,(1 of 7) PF15697 - Domain of unknown function (DUF4666) (DUF4666)
Sevir.9G071432,Chr_09,4259665,4263947,(1 of 1) PTHR10108//PTHR10108:SF733 - METHYLTRANSFERASE // METHYLTRANSFERASE PMT28-RELATED
Sevir.3G229700,Chr_03,17587618,17590084,
Sevir.1G064400,Chr_01,5873325,5875446,(1 of 9) PF00643//PF06203 - B-box zinc finger (zf-B_box) // CCT motif (CCT)
Sevir.7G004500,Chr_07,3605440,3609160,
Sevir.2G165100,Chr_02,22435383,22444705,(1 of 1) PTHR10110:SF119 - SODIUM/HYDROGEN EXCHANGER 5-RELATED
Sevir.5G150600,Chr_05,13135486,13136900,(1 of 1) PTHR11514//PTHR11514:SF49 - MYC // TRANSCRIPTION FACTOR MUTE
Sevir.9G508600,Chr_09,51410262,51411888,
Sevir.7G260900,Chr_07,29848073,29849995,(1 of 7) K08695 - anthocyanidin reductase (ANR)
Sevir.5G018200,Chr_05,1280626,1287618,(1 of 8) 3.4.17.23 - Angiotensin-converting enzyme 2 / Angiotensin converting enzyme-2
Sevir.9G129650,Chr_09,8124805,8128057,(1 of 2) PTHR37228//PTHR37228:SF1 - FAMILY NOT NAMED // RIBOSOMAL PROTEIN S21 FAMILY PROTEIN
Sevir.7G038800,Chr_07,2631080,2634010,
Sevir.2G045148,Chr_02,3683160,3683363,
Sevir.2G036600,Chr_02,2943222,2950662,
Sevir.8G096800,Chr_08,11771773,11773545,
Sevir.2G073300,Chr_02,6123423,6126288,
Sevir.2G138600,Chr_02,14839295,14843266,(1 of 1) PTHR12304//PTHR12304:SF21 - INOSINE-URIDINE PREFERRING NUCLEOSIDE HYDROLASE // SUBFAMILY NOT NAMED
Sevir.5G442000,Chr_05,44727014,44727849,(1 of 83) PF07893 - Protein of unknown function (DUF1668) (DUF1668)
Sevir.6G161700,Chr_06,28032996,28034995,(1 of 1) PTHR24298:SF182 - CYTOCHROME P450 71A12-RELATED
Sevir.8G100350,Chr_08,12407430,12408896,
Sevir.5G095400,Chr_05,7752012,7756498,(1 of 1) K10140 - DNA damage-binding protein 2 (DDB2)
Sevir.5G423100,Chr_05,43508310,43512536,
Sevir.5G190300,Chr_05,23507704,23513500,(1 of 2) K01061 - carboxymethylenebutenolidase (E3.1.1.45)
Sevir.2G070500,Chr_02,5853701,5854535,
Sevir.9G193000,Chr_09,13611288,13613410,(1 of 180) KOG0156 - Cytochrome P450 CYP2 subfamily
Sevir.3G134600,Chr_03,9005040,9006166,
Sevir.2G107000,Chr_02,10064409,10065924,(1 of 2) K13211 - GC-rich sequence DNA-binding factor (GCFC)
Sevir.9G143200,Chr_09,9198445,9211209,
Sevir.9G403400,Chr_09,43662129,43664276,(1 of 2) PTHR10502//PTHR10502:SF109 - ANNEXIN // SUBFAMILY NOT NAMED
Sevir.9G066100,Chr_09,3908595,3910797,(1 of 35) 3.1.3.2 - Acid phosphatase / Phosphomonoesterase
Sevir.9G185000,Chr_09,12802482,12807102,"(1 of 1) K12669 - oligosaccharyltransferase complex subunit gamma (OST3, OST6)"
Sevir.6G227500,Chr_06,33841204,33842989,
Sevir.5G287900,Chr_05,33959210,33961688,
Sevir.9G481000,Chr_09,49391190,49396521,(1 of 4) PTHR11654//PTHR11654:SF153 - OLIGOPEPTIDE TRANSPORTER-RELATED // SUBFAMILY NOT NAMED
Sevir.8G084400,Chr_08,9376520,9377498,
Sevir.9G439800,Chr_09,46516553,46518596,(1 of 2) PTHR24322:SF309 - SHORT-CHAIN DEHYDROGENASE REDUCTASE 2A
Sevir.5G202400,Chr_05,25283354,25286419,"(1 of 2) PTHR24093:SF328 - CALCIUM-TRANSPORTING ATPASE 12, PLASMA MEMBRANE-TYPE-RELATED"
Sevir.5G437200,Chr_05,44379673,44384720,(1 of 4) PTHR12542//PTHR12542:SF22 - EXOCYST COMPLEX PROTEIN EXO70 // SUBFAMILY NOT NAMED
Sevir.2G117000,Chr_02,11385167,11385731,
Sevir.2G336600,Chr_02,40155471,40156746,
Sevir.3G373700,Chr_03,45513989,45519348,(1 of 1) PTHR23088:SF27 - NITRILASE HOMOLOG 1
Sevir.9G397200,Chr_09,43265755,43266988,
Sevir.6G038066,Chr_06,3293203,3293370,
Sevir.9G179600,Chr_09,12324119,12325205,(1 of 87) K10523 - speckle-type POZ protein (SPOP)
Sevir.5G083700,Chr_05,6695079,6698525,
Sevir.4G207900,Chr_04,31023123,31028850,
Sevir.5G350200,Chr_05,38477185,38480838,
Sevir.2G241000,Chr_02,32333299,32334896,
Sevir.9G484200,Chr_09,49604319,49608207,(1 of 58) PF00069//PF08263//PF13855 - Protein kinase domain (Pkinase) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.3G039400,Chr_03,2463565,2464404,(1 of 89) PF00168 - C2 domain (C2)
Sevir.9G476200,Chr_09,49066948,49069559,(1 of 1) PTHR11913//PTHR11913:SF16 - COFILIN-RELATED // ACTIN-DEPOLYMERIZING FACTOR 5-RELATED
Sevir.1G111400,Chr_01,9439033,9442621,(1 of 1) PTHR12300//PTHR12300:SF50 - HVA22-LIKE PROTEINS // SUBFAMILY NOT NAMED
Sevir.9G147900,Chr_09,9542934,9548117,(1 of 6) K10624 - E3 ubiquitin-protein ligase RBBP6 [EC:6.3.2.19] (RBBP6)
Sevir.3G360200,Chr_03,43993580,43994948,
Sevir.1G273900,Chr_01,33889630,33891679,"(1 of 1) K03019 - DNA-directed RNA polymerase III subunit RPC11 (RPC11, POLR3K)"
Sevir.2G082600,Chr_02,7155016,7156158,(1 of 279) PF00646 - F-box domain (F-box)
Sevir.3G072900,Chr_03,4684487,4685928,(1 of 313) PF08263 - Leucine rich repeat N-terminal domain (LRRNT_2)
Sevir.8G231700,Chr_08,37451500,37453971,(1 of 2) PTHR11945//PTHR11945:SF156 - MADS BOX PROTEIN // MADS-BOX PROTEIN-RELATED
Sevir.7G311500,Chr_07,33546534,33547307,
Sevir.8G246830,Chr_08,38783362,38785308,(1 of 10) 1.14.13.138 - Indolin-2-one monooxygenase / CYP71C2
Sevir.2G075600,Chr_02,6299664,6300888,(1 of 18) PF00646//PF08268 - F-box domain (F-box) // F-box associated domain (FBA_3)
Sevir.1G369900,Chr_01,40776683,40778931,(1 of 3) K07393 - putative glutathione S-transferase (ECM4)
Sevir.9G489200,Chr_09,50082945,50090128,(1 of 1) PTHR26402//PTHR26402:SF584 - RESPONSE REGULATOR OF TWO-COMPONENT SYSTEM // TWO-COMPONENT RESPONSE REGULATOR ARR14
Sevir.3G425000,Chr_03,50161159,50167113,(1 of 172) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2)
Sevir.8G157700,Chr_08,28371443,28372929,(1 of 43) PF04535 - Domain of unknown function (DUF588) (DUF588)
Sevir.3G105900,Chr_03,6890590,6894650,
Sevir.6G113850,Chr_06,13944863,13945922,
Sevir.9G568700,Chr_09,55383203,55387230,(1 of 2) K02206 - cyclin-dependent kinase 2 (CDK2)
Sevir.9G255700,Chr_09,20282775,20284844,(1 of 3) PTHR10783:SF26 - SPX DOMAIN-CONTAINING PROTEIN 3
Sevir.3G185400,Chr_03,13257014,13261010,(1 of 1) K01259 - proline iminopeptidase (pip)
Sevir.9G302100,Chr_09,32947529,32951133,(1 of 1) PF13604//PF14214 - AAA domain (AAA_30) // Helitron helicase-like domain at N-terminus (Helitron_like_N)
Sevir.4G287801,Chr_04,38371130,38372303,
Sevir.5G314300,Chr_05,35813382,35817264,"(1 of 1) PTHR32227:SF88 - GLUCAN ENDO-1,3-BETA-GLUCOSIDASE 12-RELATED"
Sevir.9G333100,Chr_09,36955573,36957148,(1 of 65) PF01357//PF03330 - Pollen allergen (Pollen_allerg_1) // Rare lipoprotein A (RlpA)-like double-psi beta-barrel (DPBB_1)
Sevir.9G263600,Chr_09,21519534,21529817,
Sevir.4G242200,Chr_04,34464748,34466014,
Sevir.7G183700,Chr_07,24550854,24555752,
Sevir.6G021800,Chr_06,1572903,1589647,(1 of 2) PTHR12706:SF13 - RING/FYVE/PHD ZINC FINGER DOMAIN-CONTAINING PROTEIN
Sevir.1G279000,Chr_01,34346921,34347226,
Sevir.9G161220,Chr_09,10695493,10696438,(1 of 9) PTHR11926//PTHR11926:SF291 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED
Sevir.5G462400,Chr_05,45871159,45875329,(1 of 2) PTHR13935:SF41 - ACHAETE-SCUTE HOMOLOG 3
Sevir.9G536900,Chr_09,53256971,53258618,
Sevir.5G456100,Chr_05,45487616,45493366,(1 of 1) KOG0145//KOG0148 - RNA-binding protein ELAV/HU (RRM superfamily) // Apoptosis-promoting RNA-binding protein TIA-1/TIAR (RRM superfamily)
Sevir.8G203500,Chr_08,34298931,34304726,(1 of 4) PTHR23155//PTHR23155:SF425 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G229900,Chr_02,31165043,31168327,(1 of 1416) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase
Sevir.5G077000,Chr_05,6147436,6148308,(1 of 3) PTHR16007//PTHR16007:SF35 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED // SUBFAMILY NOT NAMED
Sevir.5G310000,Chr_05,35531669,35533284,(1 of 1) PTHR10015//PTHR10015:SF173 - HEAT SHOCK TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED
Sevir.6G136508,Chr_06,18609365,18613011,(1 of 49) PF13365 - Trypsin-like peptidase domain (Trypsin_2)
Sevir.8G002225,Chr_08,206281,206677,
Sevir.3G014300,Chr_03,798087,802637,
Sevir.1G082500,Chr_01,7414776,7416916,(1 of 26) PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.9G208700,Chr_09,14978007,14978548,
Sevir.3G393250,Chr_03,47391555,47392377,
Sevir.1G207900,Chr_01,28261172,28265473,(1 of 1) PTHR11455//PTHR11455:SF20 - CRYPTOCHROME // SUBFAMILY NOT NAMED
Sevir.5G205726,Chr_05,25756795,25761302,(1 of 43) 3.1.4.46 - Glycerophosphodiester phosphodiesterase / Glycerophosphoryl diester phosphodiesterase
Sevir.7G279900,Chr_07,31161448,31165617,"(1 of 3) K09584 - protein disulfide-isomerase A6 (PDIA6, TXNDC7)"
Sevir.1G219700,Chr_01,29385297,29387439,
Sevir.6G005100,Chr_06,375682,377254,(1 of 1) PTHR31621//PTHR31621:SF10 - FAMILY NOT NAMED // F16B3.6 PROTEIN
Sevir.6G151300,Chr_06,26646218,26648026,"(1 of 6) PTHR10209//PTHR10209:SF163 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED"
Sevir.4G231300,Chr_04,33372375,33372740,
Sevir.9G247800,Chr_09,22501790,22503399,
Sevir.3G097600,Chr_03,6436676,6440478,"(1 of 1) PTHR11260//PTHR11260:SF268 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED"
Sevir.5G452601,Chr_05,45265688,45266242,
Sevir.5G014900,Chr_05,1079582,1084323,(1 of 29) PF07714//PF08263//PF13855 - Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8)
Sevir.1G117700,Chr_01,10215202,10219145,"(1 of 20) PF03763 - Remorin, C-terminal region (Remorin_C)"
Sevir.1G005300,Chr_01,316459,318370,(1 of 7) PTHR14155//PTHR14155:SF74 - RING FINGER DOMAIN-CONTAINING // RING-H2 FINGER PROTEIN ATL45-RELATED
Sevir.7G249600,Chr_07,29161677,29162700,
Sevir.4G071200,Chr_04,5621675,5623329,(1 of 17) 2.3.1.84 - Alcohol O-acetyltransferase / AATASE
Sevir.8G000233,Chr_08,24588,25308,(1 of 14) PF03641 - Possible lysine decarboxylase (Lysine_decarbox)
Sevir.9G067400,Chr_09,3981096,3984398,(1 of 1) PTHR23305:SF12 - GTP-BINDING PROTEIN-RELATED
Sevir.1G079950,Chr_01,7239927,7241187,
Sevir.9G187201,Chr_09,12998755,13001604,(1 of 8) PTHR10706//PTHR10706:SF131 - F-BOX FAMILY PROTEIN // SUBFAMILY NOT NAMED
Sevir.9G333400,Chr_09,37008665,37011552,(1 of 1) PTHR33317:SF2 - HOLLIDAY JUNCTION RESOLVASE-RELATED
Sevir.7G300100,Chr_07,32831587,32838470,(1 of 3) KOG0978//KOG4593 - E3 ubiquitin ligase involved in syntaxin degradation // Mitotic checkpoint protein MAD1
Sevir.9G471900,Chr_09,48751500,48757121,(1 of 2) PTHR12300//PTHR12300:SF48 - HVA22-LIKE PROTEINS // SUBFAMILY NOT NAMED
Sevir.8G031100,Chr_08,1851129,1851833,
Sevir.1G306700,Chr_01,36296174,36300772,(1 of 1) PTHR23180//PTHR23180:SF291 - CENTAURIN/ARF // SUBFAMILY NOT NAMED
Sevir.5G394400,Chr_05,41467715,41471646,(1 of 1) PTHR10992//PTHR10992:SF786 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G276700,Chr_02,35562456,35570142,(1 of 3) PF02301 - HORMA domain (HORMA)
Sevir.4G298501,Chr_04,39159903,39160756,
Sevir.9G427000,Chr_09,45483623,45485931,(1 of 1) PTHR19139:SF128 - AQUAPORIN SIP2-1-RELATED
Sevir.3G282700,Chr_03,24074065,24075150,(1 of 8) PF12023 - Domain of unknown function (DUF3511) (DUF3511)
Sevir.3G031400,Chr_03,1992487,1995537,
Sevir.7G244300,Chr_07,28756955,28760897,(1 of 2) 1.3.3.3 - Coproporphyrinogen oxidase / Coproporphyrinogenase
Sevir.2G193000,Chr_02,26955386,26957007,"(1 of 1) K17968 - TRIAP1/MDM35 family protein (TRIAP1, MDM35)"
Sevir.7G292600,Chr_07,32077561,32081607,(1 of 1) PTHR23151//PTHR23151:SF61 - DIHYDROLIPOAMIDE ACETYL/SUCCINYL-TRANSFERASE-RELATED // SUBFAMILY NOT NAMED
Sevir.7G238200,Chr_07,28308647,28311974,
Sevir.5G153000,Chr_05,13482746,13487859,(1 of 1) PTHR11141//PTHR11141:SF6 - PROTEIN TRANSPORT PROTEIN SEC23 // SUBFAMILY NOT NAMED
Sevir.8G170000,Chr_08,30120984,30122753,
Sevir.6G090000,Chr_06,8514598,8516773,(1 of 68) PF00046 - Homeobox domain (Homeobox)
Sevir.9G358600,Chr_09,39601858,39606623,(1 of 1) 2.7.1.21 - Thymidine kinase
Sevir.9G098500,Chr_09,6023283,6026694,
Sevir.5G275600,Chr_05,32896214,32903343,"(1 of 1) K12827 - splicing factor 3A subunit 3 (SF3A3, SAP61, PRP9)"
Sevir.8G150900,Chr_08,27438646,27443356,(1 of 89) PF00168 - C2 domain (C2)
Sevir.2G436600,Chr_02,46479703,46481842,(1 of 1) PTHR22835//PTHR22835:SF147 - ZINC FINGER FYVE DOMAIN CONTAINING PROTEIN // SUBFAMILY NOT NAMED
Sevir.2G038200,Chr_02,3091045,3091637,
Sevir.3G101500,Chr_03,6734895,6740510,(1 of 35) PF02485 - Core-2/I-Branching enzyme (Branch)
Sevir.2G015600,Chr_02,1262511,1266015,
Sevir.1G274200,Chr_01,33932691,33938267,(1 of 2) PTHR13902//PTHR13902:SF5 - SERINE/THREONINE-PROTEIN KINASE WNK  WITH NO LYSINE -RELATED // SUBFAMILY NOT NAMED
Sevir.3G208500,Chr_03,15182297,15184508,(1 of 4) PTHR32099//PTHR32099:SF5 - CYSTEINE-RICH REPEAT SECRETORY PROTEIN // SUBFAMILY NOT NAMED
Sevir.7G107400,Chr_07,19304231,19306443,(1 of 1) PTHR10438//PTHR10438:SF233 - THIOREDOXIN // SUBFAMILY NOT NAMED
Sevir.8G166300,Chr_08,29615580,29616923,(1 of 1) PTHR13683//PTHR13683:SF322 - ASPARTYL PROTEASES // SUBFAMILY NOT NAMED
Sevir.4G147501,Chr_04,28105485,28109992,
Sevir.7G222700,Chr_07,27322371,27326225,
Sevir.7G165000,Chr_07,23264521,23271064,(1 of 1) PTHR12663//PTHR12663:SF3 - ANDROGEN INDUCED INHIBITOR OF PROLIFERATION  AS3  / PDS5-RELATED // ASPARTYL BETA-HYDROXYLASE N-TERMINAL REGION DOMAIN-CONTAINING PROTEIN-RELATED
Sevir.9G284850,Chr_09,28129899,28131501,
Sevir.5G008400,Chr_05,630336,632829,(1 of 7) K17362 - acyl-coenzyme A thioesterase 13 [EC:3.1.2.-] (ACOT13)
Sevir.5G004266,Chr_05,353258,353777,
Sevir.7G009400,Chr_07,5440858,5443308,
Sevir.7G150600,Chr_07,22272466,22274486,(1 of 3) PTHR10666//PTHR10666:SF127 - UBIQUITIN // SUBFAMILY NOT NAMED
Sevir.1G071000,Chr_01,6401208,6403553,
Sevir.1G301150,Chr_01,35970901,35971423,
Sevir.1G037300,Chr_01,3574983,3582924,
Sevir.1G003000,Chr_01,191126,192793,"(1 of 3) K02940 - large subunit ribosomal protein L9e (RP-L9e, RPL9)"
Sevir.8G185750,Chr_08,31964618,31964950,
Sevir.4G003000,Chr_04,309486,316642,
Sevir.2G210500,Chr_02,29211387,29214181,
Sevir.2G058750,Chr_02,4675969,4676507,
Sevir.6G117300,Chr_06,15690547,15697705,(1 of 1) PTHR10994:SF84 - RETICULON-LIKE PROTEIN B21
